flag,start_time,target_buy_volume,target_sell_volume,target_num,trade_price,trade_volume,trade_num
0,2018-09-01 00:00:00,47.48,20.00,7,-1.0,0.00,0
0,2018-09-01 01:00:00,21.16,20.00,5,-1.0,0.00,0
0,2018-09-01 02:00:00,20.97,20.00,5,-1.0,0.00,0
0,2018-09-01 03:00:00,46.23,20.00,6,-1.0,0.00,0
0,2018-09-01 04:00:00,20.84,20.00,5,-1.0,0.00,0
0,2018-09-01 05:00:00,20.74,20.00,5,-1.0,0.00,0
0,2018-09-01 06:00:00,20.71,20.00,5,-1.0,0.00,0
0,2018-09-01 07:00:00,20.95,20.00,5,-1.0,0.00,0
0,2018-09-01 08:00:00,20.77,20.00,5,-1.0,0.00,0
0,2018-09-01 09:00:00,20.00,20.09,5,-1.0,0.00,0
0,2018-09-01 10:00:00,21.00,21.17,6,-1.0,0.00,0
0,2018-09-01 11:00:00,21.00,21.19,6,-1.0,0.00,0
0,2018-09-01 12:00:00,20.00,20.62,5,-1.0,0.00,0
0,2018-09-01 13:00:00,20.05,20.00,5,-1.0,0.00,0
0,2018-09-01 14:00:00,21.00,20.00,5,-1.0,0.00,0
0,2018-09-01 15:00:00,22.51,20.00,6,-1.0,0.00,0
0,2018-09-01 16:00:00,23.11,20.00,6,-1.0,0.00,0
0,2018-09-01 17:00:00,22.82,20.00,6,-1.0,0.00,0
0,2018-09-01 18:00:00,23.14,20.00,6,-1.0,0.00,0
0,2018-09-01 19:00:00,22.97,20.00,6,-1.0,0.00,0
0,2018-09-01 20:00:00,23.09,20.00,6,-1.0,0.00,0
0,2018-09-01 21:00:00,23.14,20.00,6,-1.0,0.00,0
0,2018-09-01 22:00:00,22.78,20.00,6,-1.0,0.00,0
0,2018-09-01 23:00:00,22.02,20.00,6,-1.0,0.00,0
0,2018-09-02 00:00:00,45.43,20.00,7,-1.0,0.00,0
0,2018-09-02 01:00:00,21.99,20.00,6,-1.0,0.00,0
0,2018-09-02 02:00:00,20.83,20.00,5,-1.0,0.00,0
0,2018-09-02 03:00:00,56.10,20.00,6,-1.0,0.00,0
0,2018-09-02 04:00:00,20.75,20.00,5,-1.0,0.00,0
0,2018-09-02 05:00:00,20.64,20.00,5,-1.0,0.00,0
0,2018-09-02 06:00:00,21.78,20.00,6,-1.0,0.00,0
0,2018-09-02 07:00:00,21.71,20.00,6,-1.0,0.00,0
0,2018-09-02 08:00:00,20.67,20.00,5,-1.0,0.00,0
0,2018-09-02 09:00:00,20.15,20.00,5,-1.0,0.00,0
0,2018-09-02 10:00:00,20.08,20.00,5,-1.0,0.00,0
0,2018-09-02 11:00:00,21.54,20.00,6,-1.0,0.00,0
0,2018-09-02 12:00:00,21.54,20.00,6,-1.0,0.00,0
0,2018-09-02 13:00:00,20.33,20.00,5,-1.0,0.00,0
0,2018-09-02 14:00:00,20.60,20.00,5,-1.0,0.00,0
0,2018-09-02 15:00:00,22.13,20.00,6,-1.0,0.00,0
0,2018-09-02 16:00:00,21.58,20.00,6,-1.0,0.00,0
0,2018-09-02 17:00:00,22.40,20.00,6,-1.0,0.00,0
0,2018-09-02 18:00:00,22.56,20.00,6,-1.0,0.00,0
0,2018-09-02 19:00:00,23.11,20.00,6,-1.0,0.00,0
0,2018-09-02 20:00:00,22.95,20.00,6,-1.0,0.00,0
0,2018-09-02 21:00:00,22.66,20.00,6,-1.0,0.00,0
0,2018-09-02 22:00:00,22.52,20.00,6,-1.0,0.00,0
0,2018-09-02 23:00:00,22.63,20.00,6,-1.0,0.00,0
0,2018-09-03 00:00:00,47.44,20.00,7,-1.0,0.00,0
0,2018-09-03 01:00:00,21.00,20.00,5,-1.0,0.00,0
0,2018-09-03 02:00:00,20.78,20.00,5,-1.0,0.00,0
0,2018-09-03 03:00:00,45.77,20.00,7,-1.0,0.00,0
0,2018-09-03 04:00:00,20.73,20.00,5,-1.0,0.00,0
0,2018-09-03 05:00:00,20.65,20.00,5,-1.0,0.00,0
0,2018-09-03 06:00:00,20.78,20.00,5,-1.0,0.00,0
0,2018-09-03 07:00:00,20.61,20.00,5,-1.0,0.00,0
0,2018-09-03 08:00:00,20.70,20.00,5,-1.0,0.00,0
0,2018-09-03 09:00:00,21.06,20.00,6,-1.0,0.00,0
0,2018-09-03 10:00:00,20.00,21.19,5,-1.0,0.00,0
0,2018-09-03 11:00:00,20.00,21.95,5,-1.0,0.00,0
0,2018-09-03 12:00:00,20.00,21.78,5,-1.0,0.00,0
0,2018-09-03 13:00:00,20.00,22.39,5,-1.0,0.00,0
0,2018-09-03 14:00:00,20.00,22.09,5,-1.0,0.00,0
0,2018-09-03 15:00:00,21.00,21.45,6,-1.0,0.00,0
0,2018-09-03 16:00:00,21.00,20.58,6,-1.0,0.00,0
0,2018-09-03 17:00:00,21.00,20.13,6,-1.0,0.00,0
0,2018-09-03 18:00:00,21.88,20.00,6,-1.0,0.00,0
0,2018-09-03 19:00:00,21.95,20.00,6,-1.0,0.00,0
0,2018-09-03 20:00:00,21.63,20.00,6,-1.0,0.00,0
0,2018-09-03 21:00:00,21.92,20.00,6,-1.0,0.00,0
0,2018-09-03 22:00:00,22.08,20.00,6,-1.0,0.00,0
0,2018-09-03 23:00:00,21.65,20.00,6,-1.0,0.00,0
0,2018-09-04 00:00:00,42.51,20.00,7,-1.0,0.00,0
0,2018-09-04 01:00:00,21.92,20.00,6,-1.0,0.00,0
0,2018-09-04 02:00:00,21.75,20.00,6,-1.0,0.00,0
0,2018-09-04 03:00:00,39.34,20.00,6,-1.0,0.00,0
0,2018-09-04 04:00:00,20.66,20.00,5,-1.0,0.00,0
0,2018-09-04 05:00:00,20.61,20.00,5,-1.0,0.00,0
0,2018-09-04 06:00:00,20.64,20.00,5,-1.0,0.00,0
0,2018-09-04 07:00:00,20.63,20.00,5,-1.0,0.00,0
0,2018-09-04 08:00:00,20.66,20.00,5,-1.0,0.00,0
0,2018-09-04 09:00:00,20.00,20.11,5,-1.0,0.00,0
0,2018-09-04 10:00:00,20.00,21.29,5,-1.0,0.00,0
0,2018-09-04 11:00:00,20.00,23.34,6,-1.0,0.00,0
0,2018-09-04 12:00:00,20.00,22.43,5,-1.0,0.00,0
0,2018-09-04 13:00:00,20.00,22.31,5,-1.0,0.00,0
0,2018-09-04 14:00:00,20.00,20.93,5,-1.0,0.00,0
0,2018-09-04 15:00:00,21.00,20.09,6,-1.0,0.00,0
0,2018-09-04 16:00:00,21.66,20.00,6,-1.0,0.00,0
0,2018-09-04 17:00:00,21.89,20.00,6,-1.0,0.00,0
0,2018-09-04 18:00:00,21.67,20.00,6,-1.0,0.00,0
0,2018-09-04 19:00:00,21.53,20.00,6,-1.0,0.00,0
0,2018-09-04 20:00:00,22.27,20.00,6,-1.0,0.00,0
0,2018-09-04 21:00:00,22.59,20.00,6,-1.0,0.00,0
0,2018-09-04 22:00:00,21.18,20.00,6,-1.0,0.00,0
0,2018-09-04 23:00:00,21.42,20.00,6,-1.0,0.00,0
0,2018-09-05 00:00:00,41.72,20.00,7,-1.0,0.00,0
0,2018-09-05 01:00:00,22.00,20.00,6,-1.0,0.00,0
0,2018-09-05 02:00:00,20.72,20.00,5,-1.0,0.00,0
0,2018-09-05 03:00:00,34.19,20.00,7,-1.0,0.00,0
0,2018-09-05 04:00:00,20.52,20.00,5,-1.0,0.00,0
0,2018-09-05 05:00:00,20.88,20.00,5,-1.0,0.00,0
0,2018-09-05 06:00:00,20.48,20.00,5,-1.0,0.00,0
0,2018-09-05 07:00:00,20.62,20.00,5,-1.0,0.00,0
0,2018-09-05 08:00:00,20.42,20.00,5,-1.0,0.00,0
0,2018-09-05 09:00:00,21.26,20.00,6,-1.0,0.00,0
0,2018-09-05 10:00:00,20.00,20.77,5,-1.0,0.00,0
0,2018-09-05 11:00:00,20.00,21.35,5,-1.0,0.00,0
0,2018-09-05 12:00:00,20.00,22.01,5,-1.0,0.00,0
0,2018-09-05 13:00:00,20.00,21.96,5,-1.0,0.00,0
0,2018-09-05 14:00:00,20.00,21.55,5,-1.0,0.00,0
0,2018-09-05 15:00:00,20.00,21.96,6,-1.0,0.00,0
0,2018-09-05 16:00:00,20.00,20.08,5,-1.0,0.00,0
0,2018-09-05 17:00:00,20.95,20.00,5,-1.0,0.00,0
0,2018-09-05 18:00:00,21.08,20.00,5,-1.0,0.00,0
0,2018-09-05 19:00:00,22.43,20.00,6,-1.0,0.00,0
0,2018-09-05 20:00:00,22.38,20.00,6,-1.0,0.00,0
0,2018-09-05 21:00:00,22.00,20.00,6,-1.0,0.00,0
0,2018-09-05 22:00:00,21.44,20.00,6,-1.0,0.00,0
0,2018-09-05 23:00:00,21.66,20.00,6,-1.0,0.00,0
0,2018-09-06 00:00:00,43.41,20.00,7,-1.0,0.00,0
0,2018-09-06 01:00:00,21.80,20.00,6,-1.0,0.00,0
0,2018-09-06 02:00:00,21.59,20.00,6,-1.0,0.00,0
0,2018-09-06 03:00:00,36.56,20.00,7,-1.0,0.00,0
0,2018-09-06 04:00:00,21.54,20.00,6,-1.0,0.00,0
0,2018-09-06 05:00:00,21.62,20.00,6,-1.0,0.00,0
0,2018-09-06 06:00:00,21.52,20.00,6,-1.0,0.00,0
0,2018-09-06 07:00:00,20.52,20.00,5,-1.0,0.00,0
0,2018-09-06 08:00:00,20.32,20.00,5,-1.0,0.00,0
0,2018-09-06 09:00:00,20.03,20.00,5,-1.0,0.00,0
0,2018-09-06 10:00:00,20.00,20.88,5,-1.0,0.00,0
0,2018-09-06 11:00:00,20.00,21.04,5,-1.0,0.00,0
0,2018-09-06 12:00:00,20.00,21.23,5,-1.0,0.00,0
0,2018-09-06 13:00:00,20.08,21.00,6,-1.0,0.00,0
0,2018-09-06 14:00:00,20.60,21.00,6,-1.0,0.00,0
0,2018-09-06 15:00:00,20.68,20.00,5,-1.0,0.00,0
0,2018-09-06 16:00:00,20.91,20.00,5,-1.0,0.00,0
0,2018-09-06 17:00:00,22.07,20.00,6,-1.0,0.00,0
0,2018-09-06 18:00:00,22.00,20.00,6,-1.0,0.00,0
0,2018-09-06 19:00:00,21.72,20.00,6,-1.0,0.00,0
0,2018-09-06 20:00:00,22.02,20.00,6,-1.0,0.00,0
0,2018-09-06 21:00:00,21.81,20.00,6,-1.0,0.00,0
0,2018-09-06 22:00:00,21.56,20.00,6,-1.0,0.00,0
0,2018-09-06 23:00:00,21.59,20.00,6,-1.0,0.00,0
0,2018-09-07 00:00:00,41.85,20.00,6,-1.0,0.00,0
0,2018-09-07 01:00:00,21.05,20.00,5,-1.0,0.00,0
0,2018-09-07 02:00:00,20.79,20.00,5,-1.0,0.00,0
0,2018-09-07 03:00:00,51.71,20.00,6,-1.0,0.00,0
0,2018-09-07 04:00:00,20.54,20.00,5,-1.0,0.00,0
0,2018-09-07 05:00:00,20.64,20.00,5,-1.0,0.00,0
0,2018-09-07 06:00:00,20.42,20.00,5,-1.0,0.00,0
0,2018-09-07 07:00:00,20.61,20.00,5,-1.0,0.00,0
0,2018-09-07 08:00:00,20.12,20.00,5,-1.0,0.00,0
0,2018-09-07 09:00:00,20.51,20.00,5,-1.0,0.00,0
0,2018-09-07 10:00:00,21.14,20.00,6,-1.0,0.00,0
0,2018-09-07 11:00:00,20.55,20.00,5,-1.0,0.00,0
0,2018-09-07 12:00:00,20.04,20.00,5,-1.0,0.00,0
0,2018-09-07 13:00:00,20.31,21.00,6,-1.0,0.00,0
0,2018-09-07 14:00:00,20.40,20.00,5,-1.0,0.00,0
0,2018-09-07 15:00:00,21.00,20.00,5,-1.0,0.00,0
0,2018-09-07 16:00:00,22.04,20.00,6,-1.0,0.00,0
0,2018-09-07 17:00:00,22.33,20.00,6,-1.0,0.00,0
0,2018-09-07 18:00:00,22.11,20.00,6,-1.0,0.00,0
0,2018-09-07 19:00:00,21.79,20.00,6,-1.0,0.00,0
0,2018-09-07 20:00:00,20.94,20.00,5,-1.0,0.00,0
0,2018-09-07 21:00:00,21.91,20.00,6,-1.0,0.00,0
0,2018-09-07 22:00:00,22.16,20.00,6,-1.0,0.00,0
0,2018-09-07 23:00:00,22.13,20.00,6,-1.0,0.00,0
0,2018-09-08 00:00:00,38.10,20.00,6,-1.0,0.00,0
0,2018-09-08 01:00:00,20.93,20.00,5,-1.0,0.00,0
0,2018-09-08 02:00:00,21.07,20.00,5,-1.0,0.00,0
0,2018-09-08 03:00:00,51.79,20.00,6,-1.0,0.00,0
0,2018-09-08 04:00:00,20.58,20.00,5,-1.0,0.00,0
0,2018-09-08 05:00:00,22.24,20.00,6,-1.0,0.00,0
0,2018-09-08 06:00:00,20.85,20.00,5,-1.0,0.00,0
0,2018-09-08 07:00:00,21.67,20.00,5,-1.0,0.00,0
0,2018-09-08 08:00:00,20.03,20.00,5,-1.0,0.00,0
0,2018-09-08 09:00:00,20.46,20.00,5,-1.0,0.00,0
0,2018-09-08 10:00:00,20.00,20.56,5,-1.0,0.00,0
0,2018-09-08 11:00:00,20.00,21.23,5,-1.0,0.00,0
0,2018-09-08 12:00:00,20.29,20.00,5,-1.0,0.00,0
0,2018-09-08 13:00:00,20.00,20.02,5,-1.0,0.00,0
0,2018-09-08 14:00:00,20.63,21.00,6,-1.0,0.00,0
0,2018-09-08 15:00:00,20.80,21.00,6,-1.0,0.00,0
0,2018-09-08 16:00:00,21.74,20.00,5,-1.0,0.00,0
0,2018-09-08 17:00:00,23.61,20.00,6,-1.0,0.00,0
0,2018-09-08 18:00:00,23.75,20.00,5,-1.0,0.00,0
0,2018-09-08 19:00:00,25.28,20.00,6,-1.0,0.00,0
0,2018-09-08 20:00:00,23.69,20.00,6,-1.0,0.00,0
0,2018-09-08 21:00:00,23.60,20.00,6,-1.0,0.00,0
0,2018-09-08 22:00:00,23.82,20.00,6,-1.0,0.00,0
0,2018-09-08 23:00:00,23.90,20.00,6,-1.0,0.00,0
0,2018-09-09 00:00:00,43.33,20.00,6,-1.0,0.00,0
0,2018-09-09 01:00:00,21.01,20.00,5,-1.0,0.00,0
0,2018-09-09 02:00:00,20.93,20.00,5,-1.0,0.00,0
0,2018-09-09 03:00:00,59.22,20.00,6,-1.0,0.00,0
0,2018-09-09 04:00:00,20.86,20.00,5,-1.0,0.00,0
0,2018-09-09 05:00:00,20.43,20.00,5,-1.0,0.00,0
0,2018-09-09 06:00:00,21.12,20.00,5,-1.0,0.00,0
0,2018-09-09 07:00:00,21.35,20.00,5,-1.0,0.00,0
0,2018-09-09 08:00:00,20.78,20.00,5,-1.0,0.00,0
0,2018-09-09 09:00:00,20.24,20.00,5,-1.0,0.00,0
0,2018-09-09 10:00:00,20.00,21.04,5,-1.0,0.00,0
0,2018-09-09 11:00:00,20.00,21.35,5,-1.0,0.00,0
0,2018-09-09 12:00:00,20.00,20.91,5,-1.0,0.00,0
0,2018-09-09 13:00:00,20.00,20.47,5,-1.0,0.00,0
0,2018-09-09 14:00:00,20.61,20.00,5,-1.0,0.00,0
0,2018-09-09 15:00:00,21.95,20.00,6,-1.0,0.00,0
0,2018-09-09 16:00:00,22.77,20.00,5,-1.0,0.00,0
0,2018-09-09 17:00:00,24.75,20.00,6,-1.0,0.00,0
0,2018-09-09 18:00:00,24.28,20.00,6,-1.0,0.00,0
0,2018-09-09 19:00:00,24.05,20.00,6,-1.0,0.00,0
