flag,start_time,target_buy_volume,target_sell_volume,target_num,trade_price,trade_volume,trade_num
0,2018-09-01 00:00:00,72.90,20.00,7,-1.0,0.00,0
0,2018-09-01 01:00:00,22.40,20.00,6,-1.0,0.00,0
0,2018-09-01 02:00:00,22.15,20.00,6,-1.0,0.00,0
0,2018-09-01 03:00:00,38.23,20.00,6,-1.0,0.00,0
0,2018-09-01 04:00:00,20.99,20.00,5,-1.0,0.00,0
0,2018-09-01 05:00:00,21.95,20.00,6,-1.0,0.00,0
0,2018-09-01 06:00:00,20.85,20.00,5,-1.0,0.00,0
0,2018-09-01 07:00:00,20.94,20.00,5,-1.0,0.00,0
0,2018-09-01 08:00:00,21.86,20.00,6,-1.0,0.00,0
0,2018-09-01 09:00:00,20.87,20.00,5,-1.0,0.00,0
0,2018-09-01 10:00:00,20.00,20.48,5,-1.0,0.00,0
0,2018-09-01 11:00:00,21.00,20.35,6,-1.0,0.00,0
0,2018-09-01 12:00:00,20.00,20.18,5,-1.0,0.00,0
0,2018-09-01 13:00:00,20.42,20.00,5,-1.0,0.00,0
0,2018-09-01 14:00:00,21.22,20.00,6,-1.0,0.00,0
0,2018-09-01 15:00:00,20.66,20.00,5,-1.0,0.00,0
0,2018-09-01 16:00:00,21.20,20.00,5,-1.0,0.00,0
0,2018-09-01 17:00:00,22.33,20.00,6,-1.0,0.00,0
0,2018-09-01 18:00:00,22.32,20.00,6,-1.0,0.00,0
0,2018-09-01 19:00:00,22.80,20.00,6,-1.0,0.00,0
0,2018-09-01 20:00:00,22.58,20.00,6,-1.0,0.00,0
0,2018-09-01 21:00:00,22.45,20.00,6,-1.0,0.00,0
0,2018-09-01 22:00:00,22.42,20.00,6,-1.0,0.00,0
0,2018-09-01 23:00:00,22.18,20.00,6,-1.0,0.00,0
0,2018-09-02 00:00:00,68.63,20.00,7,-1.0,0.00,0
0,2018-09-02 01:00:00,22.13,20.00,6,-1.0,0.00,0
0,2018-09-02 02:00:00,22.02,20.00,6,-1.0,0.00,0
0,2018-09-02 03:00:00,49.62,20.00,7,-1.0,0.00,0
0,2018-09-02 04:00:00,21.84,20.00,6,-1.0,0.00,0
0,2018-09-02 05:00:00,21.78,20.00,6,-1.0,0.00,0
0,2018-09-02 06:00:00,21.80,20.00,6,-1.0,0.00,0
0,2018-09-02 07:00:00,21.83,20.00,6,-1.0,0.00,0
